title,question,answer,tag
Bagaimana cara menghilangkan benjolan di daun telinga bawah dekat anting?,â dok saya mau tanya. beberapa hari yang lalu daun telinga bagian bawah dekat anting terasa gatal dan tidak nyaman. saat saya menyentuhnya saya merasakan ada benjolan dok. penyebab benjolan tsb apa ya? dan bagaimana cara mengatasinya dok? terima kasih,"untuk Alodokter. dapat terjadi karena beberapa kemungkinan penyebab yaitu seperti adanya keloid akibat bekas luka sebelumnya pada area tersebut, adanya kista sebasea atau kista epidermoid yang terjadi akibat penyumbatan kelenjar minyak di kulit telinga, ataupun karena infeksi pada kulit daun telinga terutama jika anting yang anda gunakan sering menggesek kulit daun telinga di sekitarnya. Untuk mengatasinya, maka anda hanya perlu secara rutin membersihkan benjolan tersebut menggunakan kasa steril dan cairan infus NaCl atau larutan garam, dapat juga dengan mengoleskan petroleum jelly untuk mencegah iritasi kulit, jaga agar benjolan tersebut tidak basah dan tidak kotor, hindari memencet benjolan, dan jika nantinya benjolan sudah pecah maka anda perlu melakukan disertai dengan penggunaan salep antibiotik. Namun, jika dengan perawatan mandiri di rumah keluhan anda tidak kunjung membaik kedepannya, maka sebaiknya periksakan diri anda ke dokter secara lebih lanjut.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",jerawat benjolan
Obat untuk mengatasi batuk alergi dan tenggorokan gatal,"saya udah semingguan ini terkena batuk gara2 alergi asap rokok. tenggorokannya tu gatel sekali saya coba makananin permen mint gak mempan juga dok. kalau saya harus minum obat, obatnya yg cocok untuk masalah saya ini apa dokter?","tenggorkan yang gatal akan membuat anda mengalami batuk, dimana umumnya batuk ini bersifat kering. batuk umumnya bertujuan untuk menghilangkan zat iritasi yang menyebabkan tenggorokan gatal. rasa gatal di tenggorokan tidak selalu bisa hilang saat batuk. batuk biasanya terjadi saat saluran pernapasan menghadapi zat yang menganggu batuk adalah cara tubuh untuk membersihkan saluran pernapsan dari zat asing. ada beberapa penyebab terjadi kondisi ini seperti : alergi dipicu akibat debu, asap roko, polusi udara dan zat iritan lainnya infeksi yang dapat disebabkan oleh virus maupun bakteri penyakit asam lambung untuk mengatasi tenggorokan gatal dan batuk harus mengatasi penyebabnya, jika akibat alergi anda bisa konsumsi obat batuk kering yang dapat anda beli bebas di apotik yang umumnya obat batuk ini berisi kombinasi anthistamin dan obat penekan batuk. anda juga dapat melakukan beberapa hal seperti : konsumsi air putih yang banyak bila perlu hangat saat keluar sebaiknya gunakan masker anda bisa konsumsi madu dengan perasan lemon konsumsi permen yang dijual bebas di apotik untuk mengatasi tenggorkan yang gatal anda juga bisa melakukan konsultasi melalui chat via aplikasi alodokter dengan dokter umum untuk mendapatkan resep obat jika anda merasa batuk ini cukup menganggu. namun jika batuk disertai darah, demam tinggi, batuk yang tidak kunjung membaik dalam 2 minggu, nyeri dada dan sesak napas sebaiknya temuisecara langsung untuk mendapatkan pemeriksaan dan penanganan yang tepat lebih lanjut. semoga dapat membantu",alergi batuk
Bahayakah jika benjolan di ketiak kiri terasa sakit saat ditekan?,"hallod dok, saya mau nanya buat temen saya dok, dia mengeluh kalo di ketiaknya yg sebelah kiri itu ada muncul benjolan dok, benjolannya dia cerita itu kerasa sakit pas dia teken, apa kah itu berbahaya ya dok?","untuk Alodokter. dapat muncul pada permukaan kulit seperti karena bisul atau , dan pada jenis benjolan ini umumnya tidaklah berbahaya karena masih dapat diatasi dengan dengan pengobatan salep atau obat minum tertentu. Namun, jika benjolan pada ketiak terasa lebih dalam dan tidak di permukaan kulit, maka juga bisa disebabkan oleh pembengkakan kelenjar getah bening, tumor jinak payudara, atau kanker payudara. Dikarenakan masih terdapat banyaknya kemungkinan penyebab, maka dokter perlu melihat dan meraba secara langsung keluhan benjolan pada ketiak yang teman anda alami. Oleh karena itu, akan lebih baik dan aman untuk anda memeriksakan teman anda ke secara langsung terlebih dahulu, agar dapat ditentukan diagnosis penyakit penyebab keluhan benjolan pada ketiak sehingga nantinya dapat ditentukan penanganan yang tepat kedepannya.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",lipoma limfadenitis
Obat untuk kencing yang tidak lancar pada laki-laki,"permisi dok, saya pria usia 29 tahun. saya ingin bertanya, sudah seminggu ini saya mengalami anyang2an dan terasa nyeri perut bawah. kencing saya juga rasanya tidak lancar, kayak ketahan gt. saya belum sempat periksa ke dokter, saya minta obat yg bisa bantu lancarin kencing saya dok. makasih","Anyang-anyangan, nyeri perut bawah, dan buang air kecil yang tidak lancar pada pria bisa terjadi karena beragam faktor, yang tersering adalah gangguan di saluran kemih, seperti batu uretra, , , , kanker kandung kemih, batu atau infeksi ginjal, dan sebagainya. Bukan itu saja, keluhan-keluhan yang Anda alami bisa pula muncul karena pencetus lain, misalnya benign prostatic hyperplasia, prostatitis, infeksi menular seksual, kanker prostat, diabetes, gangguan cemas, dehidrasi, tumor dalam rongga perut atau panggul, pengaruh obat, dan sebagainya. Supaya kondisi Anda ditangani sesuai penyebabnya, cobalah Anda memeriksakan diri ke dokter atau terdekat. Tes urin, USG, sistoskopi, atau tes penunjang lain bisa dokter lakukan bila dirasa perlu. Sementara itu, yang bisa dilakukan agar keluhan Anda membaik saat ini ialah: Jangan pernah menahan buang air kecil Banyak minum air putih, batasi kafein, soda, minuman manis, dan jauhi alkohol Jaga kebersihan organ intim Jangan melakukan seks bebas Jauhi rokok dan asapnya Banyak beristirahat dan kompres hangat perut yang nyeri Tidak dulu meminum sembarang obat atau herba Semoga membantu ya..",infeksi-saluran-kemih batu-ginjal
Apa saja penyebab dari benjolan gondongan di leher?,"leher saya ada bengkak lumayan gede dok, itu katanya gondongan yah dok? hasil searching sih ini, apasih dok yg bisa menyebabkan gondongan itu? ini munculnya udah beberapa hari dok, rasanya makin gede","Salah satu penyebab munculnya bengkak besar di leher memang gondongan, atau disebut juga dengan . Gondongan sendiri merupakan suatu kondisi dimana kelenjar air liur yang letaknya di sekitar rahang bawah mengalami peradangan, utamanya karena infeksi virus. Bukan hanya bengkak, gondongan umumnya akan juga membuat leher terasa nyeri, sulit menelan, produksi liur meningkat atau malah kering, demam, nyeri otot dan sendi, hilang nafsu makan, dan muncul banyak lagi keluhan lainnya. Bukan hanya gondongan, bengkak di leher Anda sejatinya mungkin juga muncul akibat pemicu lain, misalnya limfadenitis, goiter, abses, alergi, habis cidera, tumor jinak atau ganas, dan sebagainya. Supaya jelas, baiknya Anda tidak menunda-nunda periksa ke dokter. Pemeriksaan penunjang seperti USG, biopsi, tes darah, dan sebagainya bisa juga dokter lakukan jika dirasa perlu. Untuk saat ini, agar mendapat arahan penanganan awal yang tepat, silakan Anda berkonsultasi dengan dokter kami di aplikasi , sembari lakukan juga: Tidak sembarangan mengurut leher yang bengkak Kompres hangat leher Anda jika terasa nyeri Konsumsilah dulu makanan yang lunak, mudah ditelannya, jangan yang terlalu pedas atau berminyak Banyak minum air putih dan makan buah yang mengandung kaya antioksidan Tidak merokok Jaga selalu kebersihan diri dan lingkungan Anda Perbanyak istirahat Semoga membantu ya..",gondongan limfadenopati
Penyebab pantat terasa sakit saat duduk terlalu lama,"â selamat pagi dok, saya ingin bertanya terlebih dahulu terkait penyakit saya. dok, saya kmren pas duduk terlalu lama pantat saya sakit sekali. saya sedikit kawatir ketika saya baca baca artikel terkait yang saya alami, ini sudah minggu ke 2, mohon bantuannya,,","untuk Alodokter. yang tidak disertai dengan jeda seperti menghabiskan waktu hingga 6 jam setiap harinya, dapat berbahaya karena dapat menekan otot punggung dan pinggul disertai duduk dengan postur duduk yang tidak benar dalam waktu yang lama maka dapat menimbulkan nyeri hingga nyeri kronis yang menetap dalam jangka waktu yang lama. Namun normalnya, nyeri pada otot bokong akibat penekanan berlebih dalam waktu yang lama tersebut dapat membaik dengan sendirinya dalam waktu 1-2 minggu, dimana jika nyeri pada bokong hingga menetap atau terjadi secara kronis, maka dikhawatirkan terdapat permasalahan lainnya pada bokong seperti permasalahan pada saraf tulang belakang. Oleh karena itu, untuk lebih aman memastikan kondisi kesehatan anda saat ini, maka sebaiknya periksakan diri anda secara langsung ke agar dapat dilacak penyebab dan ditentukan penanganan utama yang tepat kedepannya dalam mencegah komplikasi penyakit yang lebih berat lagi di kemudian hari. Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih,",cedera
Cara mengatasi mata kecil sebelah secara alami,"halo dokter, dok mata saya kecil sebelah dok, dan ketara banget dok klo dilihat, bagaimana ya dok cara alami utk mengatasinya? apakah ada gerakan khususnya spt senam wajah dok? mohon jawabannya, thanks dok","Mata bisa tampak kecil sebelah dikarenakan beragam faktor, seperti: Variasi anatomis sejak lahir, misalnya jumlah kelopak mata yang asimetris Masalah di kelopak mata, misalnya , , selulitis preseptal, blefaritis, ptosis, jerawat, jaringan parut di kelopak mata Gangguan syaraf, misalnya , tumor otak, Bell's palsy Faktor lain, contohnya oftalmopati grave's, dan sebagainya Kondisi yang Anda alami bisa beragam cara penanganannya, tidak semuanya bisa sembuh hanya dengan melakukan senam wajah. Karena itu, jika perbedaan ukuran mata Anda sangat signifikan, baiknya diperiksakanlah langsung ke agar diarahkan cara penanganan terbaiknya ya.. Sementara ini, Anda cukup berfokus dulu menjaga area mata agar bersih, jangan gunakan kosmetika kadaluwarsa dan yang mengandung bahan kimia keras di sekitar mata, rajin melakukan senam wajah, dan jangan sembarangan mengobati mata Anda tanpa arahan dari dokter. Semoga membantu ya..",genetik
Bagaimana cara menghilangkan efek samping obat kimia?,"dok, tolong bantu saya bagaimana cara menghilangkan efek samping obat kimia.. saya setiap ngerasa sakit/ mulai tidak enak badan langsung minum obat, jadi saya ingin menghilangkan efek sampiing obat2an dalam tubuh. mohon bantuannya dokter","Obat bisa dikonsumsi untuk mengatasi beragam keluhan sehingga menjadikan tubuh terasa lebih nyaman. Obat sendiri ada beragam jenisnya. Masing-masing bisa memiliki efek sampingnya tersendiri. Jika ingin aman, pastikan Anda tidak sembarangan mengkonsumsi obat. Lebih tepat, saat Anda mengalami keluhan, atasilah dulu dengan penanganan konservatif (misalnya beristirahat, berelaksasi, menjaga pola makan, olahraga, dan sebagainya). Jika merasa belum membaik, obat bebas yang dijual di pasaran bisa Anda konsumsi sebagai penanganan awal. Namun, jika masih belum membaik juga, pastikan Anda periksalah dulu ke dokter terdekat sebelum mengkonsumsi obat lainnya ya.. Sebelum menjawab pertanyaan Anda, perlu diperjelas dulu, obat apa persisnya yang Anda konsumsi? Berapakah dosisnya? Seberapa sering dan berapa lama Anda mengkonsumsinya? Adakah riwayat penyakit tertentu yang Anda derita? Sejatinya, tidak semua obat berbahaya untuk dikonsumsi. Asalkan ada indikasi medis tepat yang mendasarinya, dan asalkan dikonsumsi dengan dosis serta cara yang tepat, maka kebanyakan obat tidak menimbulkan efek samping serius. Hanya saja, tanpa dijelaskan obat apa persisnya yang Anda maksud, tentu sulit juga untuk kami bisa memprediksi risiko kesehatan yang mungkin Anda alami dan cara tepat untuk mengatasinya. Saran kami, coba perjelaslah kembali maksud dari pertanyaan Anda atau periksalah langsung ke dokter terdekat. Sembari itu, untuk melawan dampak negatif dari kerja obat, yang perlu Anda lakukan yakni tidak sembarangan meminum obat dan herba, banyak minum air putih, jalani pola makan bergizi seimbang, perbanyak istirahat, dan disiplin menerapkan gaya hidup sehat. Semoga membantu ya..",obat
Penyebab dari badan yang terasa tidak nyaman seperti masuk angin,"selamat sore dok, saya pria usia 20 tahun. saya akhir\ ini merasa badan saya tidak nyaman dok.. sering masuk angin dan tidak sefit dahulu, saya cuma bertanya apa masalah dalam diri saya, gejalanya pasti terasa dingin, dan badan pegal, kenapa ya ini dok? kegiatan sehari\ saya kuliah dok","dalam dunia medis tidak ada yang namanya masuk angin, masuk angin sering di katakan oleh orang awam dengan kondisi perut yang terasa sakit, badan tidak enak, demam, menggil, perut kembung, sering sendawa serta badan pegal-pegal dan lainnya. banyak orang awam percaya bahwa masuk angin akibat sering kehujanan dan terkena angin padahal sebenarnya cuaca dingin saat musim hujan bukanlah penyebab utama terjadi masuk angin melainkan akibat daya tahan tubuh yang cenderung menurun selama musim tersebut. jadi untuk kumpulan keluhan masuk angin dapat diartikan dalam dunia medis banyak hal tergantung gejala serta hasil dari pemeriksaan. untuk kondisi anda mengalami gejala terasa dingin atau meriang dan badan pegal bisa menjadi suatu pertanda mengalami infeksi, sindrom kelelahan kronis, fibromialgia dan lainnya. saran saya temui dokter secara langsung jika keluhan yang anda alami tidak kunjung membaik atau semakin berat. agar dokter bisa memeriksa langsung serta dapat mendeteksi penyebabnya dan dapat diberikan penanganan yang tepat. untuk dirumah ada beberapa tips yang bisa anda lakukan untuk mengurangi gejala seperti : konsumsi air putih hangat yang banyak setidaknya 2 liter sehari konsumsi obat yang dapat menurunkan demam dan nyeri seperti paracetamol konsumsi multivitamin mengandung vitamin b, c dan zink jika ingin mandi sebaiknya gunakan air hangat istirahat yang cukup, sebaiknya tidur 7-9 jam kelola stres semoga dapat membantu",kelelahan
Kenapa usia kandungan 7 bulan gerakan janin berkurang?,"saya mau tanya soal kehmilan istri saya dok, sekarang usianya 7 bulan. sudah beberpa hari ini istri saya mengeluh kalau janin kita gerakanya berkurang. biasanya lincah si debay dok. apakah ini bahaya dok? dan perlukah saya segera periksakan ke dokter? tolong di balas cepat dok. thanks","Selamat sore, terima kasih telah bertanya di Alodokter. memang merupakan suatu hal yang penting dilakukan ibu hamil, karena ini bisa menjadi pertanda nyata kondisi janin dalam kandungan. Gerakan janin bisa diketahui mulai dari usia kehamilan 18-25 minggu, dengan kehamilan pertama biasanya lebih mendekati 25 minggu dan kehamilan berikutnya bisa seawal 13 minggu. Pergerakan janin tidak selalu terjadi setiap waktu. Namun umumnya, akan terasa gerakan atau tendangan janin sebanyak kurang lebih 10 kali dalam waktu 2 jam. Jika tidak merasakan adanya gerakan, tidak perlu langsung khawatir karena bisa saja janin sedang tidur. Anda bisa memicu timbulnya gerakan dengan mengubah posisi tubuh, konsumsi makanan ringan, konsumsi minuman yang dingin, dan perdengarkan musik atau suara pada janin. Dengan melakukan beberapa hal ini, harusnya janin akan merespon perubahan pada tubuh ibu dan akan kembali bergerak. Jika janin tetap tidak bergerak, maka sebaiknya segera lanjutkan pemeriksaan ke dokter kandungan terdekat, atau setidaknya pada bidan bila memang sulit untuk mendapatkan akses dokter kandungan. Hal ini penting untuk memastikan kondisi janin menggunakan bantuan alat, sehingga dapat dilakukan tindakan khusus bila dinilai perlu. Sekian, semoga menjawab pertanyaan Anda.",konsultasi-kehamilan
Bagaimana cara mengatasi rasa gatal pada area rambut vagina?,halo dok. sudah 3 hari ini saya merasa gatal pada area rambut miss v secara tbtb. sebelumnya saya tidak seperti ini. oiya gatal pada area rambut miss v ini disertai keputihan berwarna putih susu. seminggu sebelumnya saya memang baru selesai haid. penyebab rasa gatal itu apa ya dok? dan bagaimana cara mengatasi rasa gatal tsb. apakah ini gejala penyakit berbahaya?,"Terima kasih atas pertanyaannya. dapat menandakan adanya masalah pada vagina yang perlu diketahui lebih lanjut tentang keluhan yang dialami. sendiri dapat terjadi sebagai suatu kondisi normal misalnya karena iritasi yang dapat membaik dengan sendirinya dalam beberapa hari ataupun bila keluhan gatal disertai dengan keluhan lain salah satunya keputihan maka dapat menandakan adanya masalah pada vagina. Secara umum terdapat beberapa penyebab dari gatal vagina seperti karena iritasi vagina akibat penggunaan pembalut, pantyliner, lembap akibat penggunaan celana dalam, penggunaan sabun kewanitaan dan sebagainya. Kemudian yang kedua dapat terjadi akibat infeksi jamuratau. Infeksi ini sering terjadi bila sedang hamil, konsumsi obat-obatan tidak sesuai indikasi, sedang hamil, aktif berhubungan seksual, dan sebagainya. Pada infeksi jamur selain adanya gatal juga disertai dengan keputihan berwarna putih susu kental, disertai dengan rasa terbakar pada vagina. Kemudian keluhan juga dapat terjadi akibat infeksi bakteri bila keputihan disertai bau tidak sedap hingga bisa disebabkan karena infeksi menular seksual. Oleh karena banyak penyebab dari gatal vagina, maka bila keluhan yang dialami sudah berlangsung lebih dari 1 minggu, semakin parah, atau disertai keluhan lain seperti keputihan tidak normal, sakit saat BAK, sakit saat berhubungan seksual dan sebagainya maka hal tersebut harus segera dikonsultasikan ke agar dapat dipastikan penyebabnya dan mendapatkan penanganan. Kemungkinan penyebab dari keluhan dapat disebabkan karena infeksi jamur yang memerlukan antijamur, namun harus dipastikan lebih lanjut karena harus mengetahui keluhan yang lebih dalam. Sementara hindari pembersih kewanitaan mengandung pewangi, menggunakan air bersih dan sabun biasa untuk membersihkan area kewanitaan, menggunakan celana dalam yang berbahan katun dan tidak ketat, menggunakan kondom saat berhubungan seksual, tidak menggaruk vagina, mengompres dingin pada area vagina untuk mengurangi gatal, dan sebagainya. Terima kasih, semoga membantu.",infeksi-jamur kutu-rambut
